Unnamed: 0	document_name	url	date	format	type_doc	unique_id
61	Nieuwsbrief NAD december 2022	https://pijnacker-nootdorp.notubiz.nl/document/12182781/1#search=%22klimaatadaptatie%22	13-12-2022	document	Ingekomen stukken	pijnacker-nootdorp_12182781
62	Bijlage 3. Brief EBZ reactie strategische agenda MRDH	https://pijnacker-nootdorp.notubiz.nl/document/7481555/1#search=%22klimaatadaptatie%22	04-04-2019	document	Agendapunt	pijnacker-nootdorp_7481555
63	Bijlage 3. Brief EBZ reactie strategische agenda MRDH	https://pijnacker-nootdorp.notubiz.nl/document/7481586/1#search=%22klimaatadaptatie%22	11-04-2019	document	Agendapunt	pijnacker-nootdorp_7481586
64	Aanbiedingsnota raad Zienswijze ontwerpbegroting 2025 MRDH (ondertekend)	https://pijnacker-nootdorp.notubiz.nl/document/14378048/1#search=%22klimaatadaptatie%22	27-06-2024	document	Agendapunt	pijnacker-nootdorp_14378048
65	bijlage 1 Voorlopig normen en toetsingskader 2024 (nieuw)	https://pijnacker-nootdorp.notubiz.nl/document/13825678/3#search=%22klimaatadaptatie%22	07-03-2024	document	Agendapunt	pijnacker-nootdorp_13825678
66	bijlage 1 Voorlopig normen en toetsingskader 2024 (nieuw)	https://pijnacker-nootdorp.notubiz.nl/document/13825708/3#search=%22klimaatadaptatie%22	28-03-2024	document	Agendapunt	pijnacker-nootdorp_13825708
67	Bijlage 3 - Brief EBZ reactie strategische agenda MRDH	https://pijnacker-nootdorp.notubiz.nl/document/7413812/1#search=%22klimaatadaptatie%22	13-03-2019	document	Ingekomen stukken	pijnacker-nootdorp_7413812
68	Bijlage 2a - Bijlage bij nota van beantwoording Waterparagraaf Verzamelplan Pijnacker-Nootdorp 2019-2020	https://pijnacker-nootdorp.notubiz.nl/document/8659573/1#search=%22klimaatadaptatie%22	28-05-2020	document	Agendapunt	pijnacker-nootdorp_8659573
69	Bijlage 3c - Nieuwe Waterparagraaf Verzamelplan Pijnacker-Nootdorp 2019-2020 Toelichting	https://pijnacker-nootdorp.notubiz.nl/document/8659574/1#search=%22klimaatadaptatie%22	28-05-2020	document	Agendapunt	pijnacker-nootdorp_8659574
70	Raadsvoorstel vaststelling bestemmingsplan Hart van Nootdorp	https://pijnacker-nootdorp.notubiz.nl/document/10808871/2#search=%22klimaatadaptatie%22	23-12-2021	document	Agendapunt	pijnacker-nootdorp_10808871
71	Besluitenlijst raadsessie 39 - beeldvormend 2 december 2021 (ondertekend)	https://pijnacker-nootdorp.notubiz.nl/document/11117602/2#search=%22klimaatadaptatie%22	27-01-2022	document	Agendapunt	pijnacker-nootdorp_11117602
72	Bijlage 3. Brief EBZ reactie strategische agenda MRDH	https://pijnacker-nootdorp.notubiz.nl/document/7481608/1#search=%22klimaatadaptatie%22	17-04-2019	document	Agendapunt	pijnacker-nootdorp_7481608
73	Aanbiedingsnota raad Zienswijze ontwerpbegroting 2025 Metropoolregio Rotterdam Den Haag	https://pijnacker-nootdorp.notubiz.nl/document/14188250/2#search=%22klimaatadaptatie%22	04-06-2024	document	Agendapunt	pijnacker-nootdorp_14188250
74	Bijlage 1 - Ambitiedocument Centrumlijn Noord	https://pijnacker-nootdorp.notubiz.nl/document/11376898/1#search=%22klimaatadaptatie%22	21-04-2022	document	Agendapunt	pijnacker-nootdorp_11376898
75	Bijlage 2 - Nota van beantwoording zienswijzen obp Hart van Nootdorp - geanonimiseerd	https://pijnacker-nootdorp.notubiz.nl/document/10808868/1#search=%22klimaatadaptatie%22	23-12-2021	document	Agendapunt	pijnacker-nootdorp_10808868
76	Raadsvoorstel Ontwerpbestemmingsplan 2e partiële herziening Keijzershof 2018	https://pijnacker-nootdorp.notubiz.nl/document/11376897/1#search=%22klimaatadaptatie%22	21-04-2022	document	Agendapunt	pijnacker-nootdorp_11376897
77	Klimaat en weersveranderingen	https://pijnacker-nootdorp.notubiz.nl/document/13260890/1#search=%22klimaatadaptatie%22	02-10-2023	document	Ingekomen stukken	pijnacker-nootdorp_13260890
78	bijlage 2 Definitief normen en toetsingskader 2023 (nieuw)	https://pijnacker-nootdorp.notubiz.nl/document/13825681/3#search=%22klimaatadaptatie%22	07-03-2024	document	Agendapunt	pijnacker-nootdorp_13825681
79	bijlage 2 Definitief normen en toetsingskader 2023 (nieuw)	https://pijnacker-nootdorp.notubiz.nl/document/13825719/3#search=%22klimaatadaptatie%22	28-03-2024	document	Agendapunt	pijnacker-nootdorp_13825719
80	Brief Gedeputeerde Staten aan het kabinet over de financiële situatie van gemeenten d d 25-06-2020 docx	https://pijnacker-nootdorp.notubiz.nl/document/8948915/1#search=%22klimaatadaptatie%22	30-06-2020	document	Ingekomen stukken	pijnacker-nootdorp_8948915
81	Manifest gemeenteraadsverkiezingen Glastuinbouw Oostland geredigeerd	https://pijnacker-nootdorp.notubiz.nl/document/11380974/1#search=%22klimaatadaptatie%22	06-04-2022	document	Ingekomen stukken	pijnacker-nootdorp_11380974
82	Bodemdaling kost gemeenten miljarden	https://pijnacker-nootdorp.notubiz.nl/document/11375554/1#search=%22klimaatadaptatie%22	04-04-2022	document	Ingekomen stukken	pijnacker-nootdorp_11375554
83	Jaarplan rekenkamer 2024	https://pijnacker-nootdorp.notubiz.nl/document/13653397/1#search=%22klimaatadaptatie%22	21-12-2023	document	Ingekomen stukken	pijnacker-nootdorp_13653397
84	Stadswerk handreiking gemeenteraadsverkiezingen 2022	https://pijnacker-nootdorp.notubiz.nl/document/10116587/1#search=%22klimaatadaptatie%22	11-05-2021	document	Ingekomen stukken	pijnacker-nootdorp_10116587
85	Beantwoording beeldvormende vragen CDA D66 en Trots -Startnotitie parkeerbeleid	https://pijnacker-nootdorp.notubiz.nl/document/12491628/1#search=%22klimaatadaptatie%22	09-03-2023	document	Agendapunt	pijnacker-nootdorp_12491628
86	Brief Gedeputeerde Staten aan het kabinet over de financiële situatie van gemeenten d d 25-06-2020	https://pijnacker-nootdorp.notubiz.nl/document/9851113/1#search=%22klimaatadaptatie%22	05-03-2021	document	Ingekomen stukken	pijnacker-nootdorp_9851113
87	Raad helpt (nieuwe) raadsleden op weg!	https://pijnacker-nootdorp.notubiz.nl/document/6338642/1#search=%22klimaatadaptatie%22	03-04-2018	document	Ingekomen stukken	pijnacker-nootdorp_6338642
88	Bijlage Mission Paper Alliantie Middengebied	https://pijnacker-nootdorp.notubiz.nl/document/6957680/1#search=%22klimaatadaptatie%22	25-10-2018	document	Ingekomen stukken	pijnacker-nootdorp_6957680
89	Mail en brief toelichting ondernemersfonds versie 25 november 2021	https://pijnacker-nootdorp.notubiz.nl/document/10839845/1#search=%22klimaatadaptatie%22	25-11-2021	document	Ingekomen stukken	pijnacker-nootdorp_10839845
90	Bijlage - Verbreed Gemeentelijk Rioleringsplan 2022-2025	https://pijnacker-nootdorp.notubiz.nl/document/11067483/1#search=%22klimaatadaptatie%22	24-02-2022	document	Agendapunt	pijnacker-nootdorp_11067483
91	Gemeentelijk Rioleringsplan 2022-2025	https://pijnacker-nootdorp.notubiz.nl/document/13399232/1#search=%22klimaatadaptatie%22	02-09-2024	document	Dossiers	pijnacker-nootdorp_13399232
92	Zienswijze Hart van Nootdorp geanonimiseerd (1282817)	https://pijnacker-nootdorp.notubiz.nl/document/10665773/1#search=%22klimaatadaptatie%22	14-10-2021	document	Agendapunt	pijnacker-nootdorp_10665773
93	Bijlage 1c-1 Bijlagen Toelichting OBP Ruyven-Zuidpolder 2020	https://pijnacker-nootdorp.notubiz.nl/document/9270432/1#search=%22klimaatadaptatie%22	26-11-2020	document	Agendapunt	pijnacker-nootdorp_9270432
94	Bijlage 1 - Plan van aanpak omgevingsplan 'Tolhek'	https://pijnacker-nootdorp.notubiz.nl/document/10185006/1#search=%22klimaatadaptatie%22	27-05-2021	document	Ingekomen stukken	pijnacker-nootdorp_10185006
95	Bijlage 3 - Woonagenda 2020-2021	https://pijnacker-nootdorp.notubiz.nl/document/8761432/1#search=%22klimaatadaptatie%22	03-06-2020	document	Agendapunt	pijnacker-nootdorp_8761432
96	Bijlage 5a-1 Bijlage bij de Toelichting	https://pijnacker-nootdorp.notubiz.nl/document/9887076/1#search=%22klimaatadaptatie%22	22-04-2021	document	Agendapunt	pijnacker-nootdorp_9887076
97	Bijlage - Kaderstellende notitie Omgevingsprogramma Groen in en om de Kernen	https://pijnacker-nootdorp.notubiz.nl/document/11526457/1#search=%22klimaatadaptatie%22	30-06-2022	document	Agendapunt	pijnacker-nootdorp_11526457
98	VZHG JOURNAAL VOOR DE GEMEENTEN 2017 NUMMER 010	https://pijnacker-nootdorp.notubiz.nl/document/5858404/1#search=%22klimaatadaptatie%22	07-11-2017	document	Ingekomen stukken	pijnacker-nootdorp_5858404
99	Visie nieuwe Kooltuin Delfgauw 2021 15 februari 2021	https://pijnacker-nootdorp.notubiz.nl/document/10095380/1#search=%22klimaatadaptatie%22	12-05-2021	document	Agendapunt	pijnacker-nootdorp_10095380
100	Inspraak dhr. Lindeloof Visie nieuwe Kooltuin Delfgauw 2021 15 februari 2021 geanonimiseerd	https://pijnacker-nootdorp.notubiz.nl/document/10729042/1#search=%22klimaatadaptatie%22	02-11-2021	document	Agendapunt	pijnacker-nootdorp_10729042
101	Bijlage 3 - Woonagenda 2020-2021	https://pijnacker-nootdorp.notubiz.nl/document/8762345/1#search=%22klimaatadaptatie%22	18-06-2020	document	Agendapunt	pijnacker-nootdorp_8762345
102	Bijlage 1 Visie Pijnacker-Zuid inclusief advies klankbordgroep	https://pijnacker-nootdorp.notubiz.nl/document/4309782/2#search=%22klimaatadaptatie%22	03-11-2016	document	Agendapunt	pijnacker-nootdorp_4309782
103	Bijlage 1 Visie Pijnacker-Zuid inclusief advies klankbordgroep	https://pijnacker-nootdorp.notubiz.nl/document/4493119/1#search=%22klimaatadaptatie%22	03-11-2016	document	Agendapunt	pijnacker-nootdorp_4493119
104	Bijlage 1 Visie Pijnacker-Zuid inclusief advies klankbordgroep	https://pijnacker-nootdorp.notubiz.nl/document/4303375/2#search=%22klimaatadaptatie%22	03-11-2016	document	Agendapunt	pijnacker-nootdorp_4303375
105	Bijlage 1 - Participatieverslag (inclusief Staat van Wijzigingen) - geanonimiseerd	https://pijnacker-nootdorp.notubiz.nl/document/8761431/1#search=%22klimaatadaptatie%22	03-06-2020	document	Agendapunt	pijnacker-nootdorp_8761431
106	Bijlage 1 - Participatieverslag (inclusief Staat van Wijzigingen) - geanonimiseerd	https://pijnacker-nootdorp.notubiz.nl/document/8762344/1#search=%22klimaatadaptatie%22	18-06-2020	document	Agendapunt	pijnacker-nootdorp_8762344
107	Speelruimteplan 2019-2022	https://pijnacker-nootdorp.notubiz.nl/document/7432756/1#search=%22klimaatadaptatie%22	04-04-2019	document	Agendapunt	pijnacker-nootdorp_7432756
108	Speelruimteplan 2019-2022	https://pijnacker-nootdorp.notubiz.nl/document/7432976/1#search=%22klimaatadaptatie%22	11-04-2019	document	Agendapunt	pijnacker-nootdorp_7432976
109	Speelruimteplan 2019-2022	https://pijnacker-nootdorp.notubiz.nl/document/7433162/1#search=%22klimaatadaptatie%22	17-04-2019	document	Agendapunt	pijnacker-nootdorp_7433162
110	Visie GGD Haaglanden 2030	https://pijnacker-nootdorp.notubiz.nl/document/10049852/1#search=%22klimaatadaptatie%22	22-04-2021	document	Ingekomen stukken	pijnacker-nootdorp_10049852
111	rapport hittestress def.pdf	https://pijnacker-nootdorp.notubiz.nl/document/13279558/1#search=%22klimaatadaptatie%22	05-10-2023	document	Ingekomen stukken	pijnacker-nootdorp_13279558
112	Bijlage - Notitie Reikwijdte en Detailniveau 4 december 2020	https://pijnacker-nootdorp.notubiz.nl/document/9586516/1#search=%22klimaatadaptatie%22	24-12-2020	document	Ingekomen stukken	pijnacker-nootdorp_9586516
113	Bijlage 1 - Notitie Reikwijdte en Detailniveau	https://pijnacker-nootdorp.notubiz.nl/document/9960126/1#search=%22klimaatadaptatie%22	01-04-2021	document	Ingekomen stukken	pijnacker-nootdorp_9960126
114	Bijlage Herstel en perspectief in tijden van transitie - trendstudie 2021 (1358143)	https://pijnacker-nootdorp.notubiz.nl/document/10486342/1#search=%22klimaatadaptatie%22	01-09-2021	document	Ingekomen stukken	pijnacker-nootdorp_10486342
115	Energie en Omgevingsbeleid - Provincie Zuid-Holland	https://pijnacker-nootdorp.notubiz.nl/document/11454060/1#search=%22klimaatadaptatie%22	02-05-2022	document	Ingekomen stukken	pijnacker-nootdorp_11454060
116	Blog Omgevingswet De raad meenemen	https://pijnacker-nootdorp.notubiz.nl/document/6773970/1#search=%22klimaatadaptatie%22	03-09-2018	document	Ingekomen stukken	pijnacker-nootdorp_6773970
117	Bijlage 2 - Regionale prioriteiten	https://pijnacker-nootdorp.notubiz.nl/document/7982742/1#search=%22klimaatadaptatie%22	20-09-2019	document	Ingekomen stukken	pijnacker-nootdorp_7982742
118	VZHG Nieuwsbrief 2019 nummer 07	https://pijnacker-nootdorp.notubiz.nl/document/8302221/1#search=%22klimaatadaptatie%22	16-12-2019	document	Ingekomen stukken	pijnacker-nootdorp_8302221
119	Bijlage 2 - Nota van beantwoording OBP Onderwijscluster Gr. van Prinstererln (geanonimiseerd)	https://pijnacker-nootdorp.notubiz.nl/document/11067381/1#search=%22klimaatadaptatie%22	24-02-2022	document	Agendapunt	pijnacker-nootdorp_11067381
120	Bijlage - Toekomstvisie Bijzonder Provinciaal Landschap Midden-Delfland	https://pijnacker-nootdorp.notubiz.nl/document/10742171/1#search=%22klimaatadaptatie%22	04-11-2021	document	Ingekomen stukken	pijnacker-nootdorp_10742171
121	Speelruimteplan 2019-2022	https://pijnacker-nootdorp.notubiz.nl/document/7754402/1#search=%22klimaatadaptatie%22	02-09-2024	document	Dossiers	pijnacker-nootdorp_7754402
122	Bijlage 2 Handreiking Ruimtelijke Puzzel Haagse Regio	https://pijnacker-nootdorp.notubiz.nl/document/12994498/1#search=%22klimaatadaptatie%22	12-07-2023	document	Ingekomen stukken	pijnacker-nootdorp_12994498
123	vng nl sites default files 2021 12 20211220 ledenbrief regeerakkoord pdf utm medium email	https://pijnacker-nootdorp.notubiz.nl/document/10957216/1#search=%22klimaatadaptatie%22	20-12-2021	document	Ingekomen stukken	pijnacker-nootdorp_10957216
124	Quickscan Planoptimalisatie	https://pijnacker-nootdorp.notubiz.nl/document/8652993/1#search=%22klimaatadaptatie%22	17-04-2020	document	Ingekomen stukken	pijnacker-nootdorp_8652993
125	Bijlage 1 - 1031011 Nota van Uitgangspunten Hart van Nootdorp	https://pijnacker-nootdorp.notubiz.nl/document/8063659/1#search=%22klimaatadaptatie%22	21-11-2019	document	Agendapunt	pijnacker-nootdorp_8063659
126	Onderzoeksrapport Berenschot 'Roeien met te korte riemen'	https://pijnacker-nootdorp.notubiz.nl/document/9851116/1#search=%22klimaatadaptatie%22	05-03-2021	document	Ingekomen stukken	pijnacker-nootdorp_9851116
